TAGNT Mat-Jhn - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
TAGNT Act-Rev - Translators Amalgamated Greek NT -  STEPBible.org CC BY 4.0
(This is saved as 2  files because a single file too large for Hithub)
=================================================
All the words from standard Greek editions (NA27/28, TR, SBL, TH, Byz, WH, Treg) with translations, grammar, sources & variants marked with significance
=================================================================================================
Further explanation at: 	https://docs.google.com/document/d/1a24mPFzfAEkDbGvNXvmTzVk5NawntoEozYYAgzM5VmE/preview	
Spreadsheet version at: 	https://docs.google.com/spreadsheets/d/16Y1OCgWcqZndmWP3CA3YfYMPjwxIRb0UMQt-cSS8Wdw/edit#gid=0	
Word version at:	https://drive.google.com/file/d/1kSPJdBuRARV8bNIMK0T1B5MomWnL77ak/view?usp=sharing

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

=======================================================================

Summary of words included in the Amalgamated Greek NT:
=====================================
WORD TYPES:	USAGE IN BIBLES			EDITIONS				
=NA same TR	133304 words are translated in both traditional KJV and modern Bibles.			NA27/28 + TR + others all having the same meaning				
=NA diff TR	3922 words may translate differently in traditional and modern Bibles.			NA27/28 + others having the same meaning but there are.also .. 				| Variants = different meanings in TR + others
=NA not TR	761 words are translated in most modern Bibles but not in the KJV.			NA27/28 + others having the same meaning but not TR				
=TR+NIV/ESV not NA	227 words are translated in the KJV and in some modern Bibles.			TR + others having the same meaning but not NA27/28				
=TR not NA,NIV/ESV	3573 words are translated in the KJV but not in most modern Bibles.			TR + others having the same meaning but not NA27/28				
Not in NA or TR	245 words occur in early manuscripts but not translated in most Bibles.			Others having a word that is not found in TR or NA27/28				


FIELD DESCRIPTIONS:
==============

Ref: Versification used by SBL and all modern texts. Significantly different from KJV at Mat.17.14; 20.4; Mrk.3.19; 12.15; Luk.1.74; 6.17; 7.19; Act.2.10; 3.19; 4.6; 5.40; 9.29; 13.39; 19.41; 24.18; Rom.7.9; 9.11; 2Co.1.6; 8.13; 10.5; 13.13; 13.14; Gal.2.20; Eph.1.11; 2.15; 5.13; Php.2.8; Col.1.21; 1Th.1.3; 2.6; 2.11; Heb.3.9; 7.21; 12.23; 1Pe.3.15; Rev.2.27; 13.1; 17.10; 
Word Type: Source of the word, privileging NA, then TR. 
Greek: spelling based on NA28 for NA, then TR if not in NA, then other Eds if in neither.  Cases and final accents based on the punctuation which follows THGHT
English is based on Berean Study Bible, with permission, as at 1-July02019. This covered only NA words. Others supplied by Tyndale scholars, and the complete work was unified in many ways. 
Extended Strong: Extended with words not used in the KJV. Backwardly compatible with standard Strongs and NASB tagging, as defined in the Brief Lexicon at https://STEPBible\.github.io/STEPBible-Data/
Morphology: Based on James Tuaber, with addtional details by Tyndale scholars: persons added to Personal, Reflexive and Possessive pronouns; distinguish 2nd verbal forms (e.g. 2nd Aorist); distinguished betweeen "Passive", "Either middle or Passive", "Deponent"
 - some changes have been made, including: 
	ἐμοῦ  A-GSMN => P-1GS @ Jhn.016.015
	ευθυς =G2117 A-MNSM "straight" => G2112 ADV "immediately" @ Mat.003.016; Mat.013.20; Mat.013.21; Mrk.001.012; Mrk.001.028; Jhn.013.032; Jhn.019.034; Jhn.021.003
	V-PAI-3P changed to V-PAP-DPM except for  εισι[ν] (G1510) which is V-PAI-3P while οὖσι[ν] (G1510) is V-PAP-DPM
	τίς etc changed from I-NSM etc to X-MNSM etc at Act.025.014; 1Co.010.019; Heb.010.025, 27, 28; 11.040; 12.15x2, 16; 13.002; Jas.001.005, 7, 18, 23, 26; 2.014, 16, 18; 3.002; 5.013x2, 14x2; 5.019x2; 1Pe.002.019
	G4302 changed to G4277 when προειπον  is used, ie 45_Act.001.016-A, 49_Gal.005.021-A, 53_1Th.004.006-A
	G4302 changed to G4280 when προερέω is used, ie 41_Mat.024.025-A, 42_Mrk.013.023-INSTW, 42_Mrk.013.023-B, 46_Rom.009.029-A, 48_2Co.007.003-A, 48_2Co.013.002-A, 49_Gal.001.009-A, 59_Heb.004.007-IMNSTW, 59_Heb.010.015-B, 62_2Pe.003.002-A, 66_Jud.001.017-A, 
	ποῦ =G4225 => G4226 at 42_Mrk.015.047-A, 44_Jhn.001.039-A, 63_1Jn.002.011-A
Lexical form & Gloss: from the TBESG - Tyndale Brief lexicon of Extended Strongs for Greek at https://STEPBible\.github.io/STEPBible-Data/
Editions: those which use the same letters, though they may be accented or capitalised differently. Byz=Byzantine based on RP;  NA27=Nestle-Aland 27th ed; NA28 2012 (this is NOT the same as ECM Acts - see eg Act.1.10 ἐσθῆτι in ECM); TR= Textus Receptus; SBL= SBLGNT; Treg= Tregelles; WH= WH;  Tyn= Tyndale House GNT. 
Spanish is based on  Marvel Bible Project as on 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale scholars.
Sub-meanings: words with more than one meaning are supplied with a context-sensitive sub-meaning. Individuals and Places are identified as in TIPNR. Other are based on CSG (Context Sensitive Gloss) from Marvel Bible Project as at 9-Jan-2019 from https://github.com/eliranwong/OpenGNT/blob/master/OpenGNT_BASE_TEXT.zip &  OpenGNT_keyedFeatures.csv.zip. This was available only for words in NA28. Other words are supplied by Tyndale House who also edited the CSG for words where sub-meanings  were not sufficiently detailed. 
Conjoined data: links words that might not be translated (eg articles and particles) with the word they are connected to, which are often separated by several other words. 


Reference + word	Word #	Greek	English Translation	Strongs	Grammar	Dictionary form	English gloss	Editions		Spelling variants	Meaning variants	Spanish Translation	Sub-meaning	Super-meaning	Conjoin word
44_Jhn.003.034	=NA same TR ~~	τὰ	the	G3588	T-APN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὰ		las	the		»014:G4487	
44_Jhn.003.034	=NA same TR ~~	ῥήματα	declarations	G4487	N-APN	ῥῆμα	declaration	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ῥήματα		declaraciones	words			
44_Jhn.003.034	=NA same TR ~~	τοῦ	<the>	G3588	T-GSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῦ		de el	the		»018:G2316	
44_Jhn.003.034	=NA same TR ~~	θεοῦ	of God	G2316	N-GSM	θεός	God	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	θεοῦ		Dios	God			
44_Jhn.003.034	=NA same TR ~~	λαλεῖ·	speaks,	G2980	V-PAI-3S	λαλέω	to speak	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	λαλεῖ		está hablando	speaks			
44_Jhn.003.034	=NA same TR ~~	οὐ	not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐ		no	no			
44_Jhn.003.034	=NA same TR ~~	γὰρ	for	G1063	CONJ	γάρ	for	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	γὰρ		porque	for			
44_Jhn.003.034	=NA same TR ~~	ἐκ	by	G1537	PREP	ἐκ	out from	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐκ		procedente de	out of			
44_Jhn.003.034	=NA same TR ~~	μέτρου	measure	G3358	N-GSN	μέτρον	measure	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μέτρου		medida	measure			
44_Jhn.003.034	=NA same TR ~~	δίδωσιν	He gives	G1325	V-PAI-3S	δίδωμι	to give	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δίδωσιν		está dando	to give			
44_Jhn.003.034	=TR not NA or NIV/ESV «»	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	Treg+TR+Byz	ὁ		el	the		»03104:G2316	
44_Jhn.003.034	=TR not NA or NIV/ESV «»	θεὸς	God	G2316	N-NSM	θεός	God	Treg+TR+Byz	θεὸς		dios	God			
44_Jhn.003.034	=NA same TR ~~	τὸ	the	G3588	T-ASN	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸ		el	the		»034:G4151	
44_Jhn.003.034	=NA same TR ~~	πνεῦμα.	Spirit.	G4151	N-ASN	πνεῦμα	spirit/breath	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πνεῦμα		espíritu	spirit§1_spirit			
															
															
# Jhn.3.35	ὁ	πατὴρ	ἀγαπᾷ	τὸν	υἱὸν	καὶ	πάντα	δέδωκεν	ἐν	τῇ	χειρὶ				
#_Translation	The	Father	loves	the	Son,	and	all things	has given	into	the	hand				
#_Word=Grammar	G3588=T-NSM	G3962=N-NSM	G0025=V-PAI-3S	G3588=T-ASM	G5207=N-ASM	G2532=CONJ	G3956=A-APN	G1325=V-RAI-3S	G1722=PREP	G3588=T-DSF	G5495=N-DSF				
#_Non-NA variants															
#_Jhn.3.35 cont.	αὐτοῦ.														
#_Translation	of Him.														
#_Word=Grammar	G0846=P-GSM														
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.035	=NA same TR ~~	ὁ	The	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		El	the		»004:G3962	
44_Jhn.003.035	=NA same TR ~~	πατὴρ	Father	G3962	N-NSM	πατήρ	father	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πατὴρ		Padre	father			
44_Jhn.003.035	=NA same TR ~~	ἀγαπᾷ	loves	G0025	V-PAI-3S	ἀγαπάω	to love	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀγαπᾷ		está amando	loves			
44_Jhn.003.035	=NA same TR ~~	τὸν	the	G3588	T-ASM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸν		a el	the		»010:G5207	
44_Jhn.003.035	=NA same TR ~~	υἱὸν	Son,	G5207	N-ASM	υἱός	son	NA27+NA28+Tyn+NIV , SBL+WH+Treg+TR+Byz	υἱὸν , υἱόν		Hijo	son			
44_Jhn.003.035	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
44_Jhn.003.035	=NA same TR ~~	πάντα	all things	G3956	A-APN	πᾶς	all	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πάντα		todas (cosas)	all			
44_Jhn.003.035	=NA same TR ~~	δέδωκεν	has given	G1325	V-RAI-3S	δίδωμι	to give	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δέδωκεν		ha dado	to give			
44_Jhn.003.035	=NA same TR ~~	ἐν	into	G1722	PREP	ἐν	in/on/among	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐν		en	in			
44_Jhn.003.035	=NA same TR ~~	τῇ	the	G3588	T-DSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῇ		la	the		»022:G5495	
44_Jhn.003.035	=NA same TR ~~	χειρὶ	hand	G5495	N-DSF	χείρ	hand	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	χειρὶ		mano	hand			
44_Jhn.003.035	=NA same TR ~~	αὐτοῦ.	of Him.	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él	his		«022:G5495	
															
															
# Jhn.3.36	ὁ	πιστεύων	εἰς	τὸν	υἱὸν	ἔχει	ζωὴν	αἰώνιον·	ὁ	δὲ	ἀπειθῶν				
#_Translation	The [one]	believing	in	the	Son	has	life	eternal;	the [one]	however	not obeying				
#_Word=Grammar	G3588=T-NSM	G4100=V-PAP-NSM	G1519=PREP	G3588=T-ASM	G5207=N-ASM	G2192=V-PAI-3S	G2222=N-ASF	G0166=A-ASF	G3588=T-NSM	G1161=CONJ	G0544=V-PAP-NSM				
#_Non-NA variants															
#_Jhn.3.36 cont.	τῷ	υἱῷ	οὐκ	ὄψεται	ζωήν,	ἀλλ᾽	ἡ	ὀργὴ	τοῦ	θεοῦ	μένει				
#_Translation	the	Son,	not	will see	life,	but	the	wrath	<the>	of God	abides				
#_Word=Grammar	G3588=T-DSM	G5207=N-DSM	G3756=PRT-N	G3708=V-FDI-3S	G2222=N-ASF	G0235=CONJ	G3588=T-NSF	G3709=N-NSF	G3588=T-GSM	G2316=N-GSM	G3306=V-PAI-3S				
#_Non-NA variants															
#_Jhn.3.36 cont.	ἐπ᾽	αὐτόν.¶													
#_Translation	on	him.”													
#_Word=Grammar	G1909=PREP	G0846=P-ASM													
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.003.036	=NA same TR ~~	ὁ	The [one]	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		El	[that] which		»004:G4100	
44_Jhn.003.036	=NA same TR ~~	πιστεύων	believing	G4100	V-PAP-NSM	πιστεύω	to trust (in)	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πιστεύων		estando confiando	to trust (in)			
44_Jhn.003.036	=NA same TR ~~	εἰς	in	G1519	PREP	εἰς	toward	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	εἰς		hacia dentro	toward			
44_Jhn.003.036	=NA same TR ~~	τὸν	the	G3588	T-ASM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τὸν		el	the		»010:G5207	
44_Jhn.003.036	=NA same TR ~~	υἱὸν	Son	G5207	N-ASM	υἱός	son	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	υἱὸν		Hijo	son			
44_Jhn.003.036	=NA same TR ~~	ἔχει	has	G2192	V-PAI-3S	ἔχω	to have/be	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔχει		está teniendo	to have			
44_Jhn.003.036	=NA same TR ~~	ζωὴν	life	G2222	N-ASF	ζωή	life	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ζωὴν		vida	life			
44_Jhn.003.036	=NA same TR ~~	αἰώνιον·	eternal;	G0166	A-ASF	αἰώνιος	eternal	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αἰώνιον		eterna	eternal			
44_Jhn.003.036	=NA same TR ~~	ὁ	the [one]	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	[that] which		»022:G0544	
44_Jhn.003.036	=NA same TR ~~	δὲ	however	G1161	CONJ	δέ	but/and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	δὲ		pero	and			
44_Jhn.003.036	=NA same TR ~~	ἀπειθῶν	not obeying	G0544	V-PAP-NSM	ἀπειθέω	to disobey	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀπειθῶν		estando desobedeciendo	to disobey			
44_Jhn.003.036	=NA same TR ~~	τῷ	the	G3588	T-DSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τῷ		a el	the		»026:G5207	
44_Jhn.003.036	=NA same TR ~~	υἱῷ	Son,	G5207	N-DSM	υἱός	son	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	υἱῷ		Hijo	son			
44_Jhn.003.036	=NA same TR ~~	οὐκ	not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐκ		no	no			
44_Jhn.003.036	=NA same TR ~~	ὄψεται	will see	G3708	V-FDI-3S	ὁράω	to see	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὄψεται		verá	to see§1_see			
44_Jhn.003.036	=NA same TR ~~	ζωήν,	life,	G2222	N-ASF	ζωή	life	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ζωήν		vida	life			
44_Jhn.003.036	=NA same TR ~~	ἀλλ᾽	but	G0235	CONJ	ἀλλά	but	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀλλ᾽		sino	but			
44_Jhn.003.036	=NA same TR ~~	ἡ	the	G3588	T-NSF	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἡ		la	the		»038:G3709	
44_Jhn.003.036	=NA same TR ~~	ὀργὴ	wrath	G3709	N-NSF	ὀργή	wrath	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὀργὴ		ira	wrath			
44_Jhn.003.036	=NA same TR ~~	τοῦ	<the>	G3588	T-GSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	τοῦ		de el	the		»042:G2316	
44_Jhn.003.036	=NA same TR ~~	θεοῦ	of God	G2316	N-GSM	θεός	God	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	θεοῦ		Dios	God			
44_Jhn.003.036	=NA same TR ~~	μένει	abides	G3306	V-PAI-3S	μένω	to stay	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μένει		está permaneciendo	to stay			
44_Jhn.003.036	=NA same TR ~~	ἐπ᾽	on	G1909	PREP	ἐπί	upon/to/against	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐπ᾽		sobre	on			
44_Jhn.003.036	=NA same TR ~~	αὐτόν.¶	him.”	G0846	P-ASM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτόν		él	him		«046:G1909	
															
															
# Jhn.4.1	Ὡς	οὖν	ἔγνω	ὁ	Ἰησοῦς	ὅτι	ἤκουσαν	οἱ	Φαρισαῖοι	ὅτι	Ἰησοῦς				
#_Translation	When	therefore	knew	<the>	Jesus	that	heard	the	Pharisees	that	Jesus				
#_Word=Grammar	G5613=CONJ	G3767=CONJ	G1097=V-2AAI-3S	G3588=T-NSM	G2424=N-NSM-P	G3754=CONJ	G0191=V-AAI-3P	G3588=T-NPM	G5330=N-NPM-T	G3754=CONJ	G2424=N-NSM-P				
#_Non-NA variants					 ‖ Tyn+WH+Treg+TR+Byz = κύριος = "Lord" = G2962 = N-NSM 										
#_Jhn.4.1 cont.	πλείονας	μαθητὰς	ποιεῖ	καὶ	βαπτίζει	ἢ	Ἰωάννης,								
#_Translation	more	disciples	makes	and	baptizes	than	John								
#_Word=Grammar	G4119=A-APM-C	G3101=N-APM	G4160=V-PAI-3S	G2532=CONJ	G0907=V-PAI-3S	G2228=CONJ	G2491=N-NSM-P								
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.004.001	=NA same TR ~~	Ὡς	When	G5613	CONJ	ὡς	which/how	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὡς		Como	as			
44_Jhn.004.001	=NA same TR ~~	οὖν	therefore	G3767	CONJ	οὖν	therefore/then	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὖν		por lo tanto	then			
44_Jhn.004.001	=NA same TR ~~	ἔγνω	knew	G1097	V-2AAI-3S	γινώσκω	to know	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἔγνω		conoció	to know			
44_Jhn.004.001	=NA same TR ~~	ὁ	<the>	G3588	T-NSM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὁ		el	the		»010:G2424	
44_Jhn.004.001	=NA diff TR ˹˺	Ἰησοῦς	Jesus	G2424	N-NSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+SBL+ESV+NIV	ἰησοῦς	 ‖ Tyn+WH+Treg+TR+Byz = κύριος = "Lord" = G2962 = N-NSM 	Jesús	Jesus§Jesus@Mat.1.1			
44_Jhn.004.001	=NA same TR ~~	ὅτι	that	G3754	CONJ	ὅτι	that/since	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅτι		que	that§1_that		«006:G1097	
44_Jhn.004.001	=NA same TR ~~	ἤκουσαν	heard	G0191	V-AAI-3P	ἀκούω	to hear	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἤκουσαν		oyeron	to hear			
44_Jhn.004.001	=NA same TR ~~	οἱ	the	G3588	T-NPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οἱ		los	the		»018:G5330	
44_Jhn.004.001	=NA same TR ~~	Φαρισαῖοι	Pharisees	G5330	N-NPM-T	Φαρισαῖος	Pharisee	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	φαρισαῖοι		fariseos	Pharisees§Pharisee@Mat.3.7			
44_Jhn.004.001	=NA same TR ~~	ὅτι	that	G3754	CONJ	ὅτι	that/since	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ὅτι		que	that§1_that		«014:G0191	
44_Jhn.004.001	=NA same TR ~~	Ἰησοῦς	Jesus	G2424	N-NSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἰησοῦς		Jesús	Jesus§Jesus@Mat.1.1			
44_Jhn.004.001	=NA same TR ~~	πλείονας	more	G4119	A-APM-C	πλείων, πλεῖον	greater	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	πλείονας		mucho más	greater			
44_Jhn.004.001	=NA same TR ~~	μαθητὰς	disciples	G3101	N-APM	μαθητής	disciple	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μαθητὰς		aprendices	disciples			
44_Jhn.004.001	=NA same TR ~~	ποιεῖ	makes	G4160	V-PAI-3S	ποιέω	to do/make	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ποιεῖ		está haciendo	to make§2_make/create(OBJECT)			
44_Jhn.004.001	=NA same TR ~~	καὶ	and	G2532	CONJ	καί	and	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καὶ		y	and			
44_Jhn.004.001	=NA same TR ~~	βαπτίζει	baptizes	G0907	V-PAI-3S	βαπτίζω	to baptize	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	βαπτίζει		está sumergiendo	to baptize			
44_Jhn.004.001	=NA same TR ~~	ἢ	than	G2228	CONJ	ἤ	or/than	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἢ		que	or			
44_Jhn.004.001	=NA same TR ~~	Ἰωάννης,	John	G2491	N-NSM-P	Ἰωάννης	John	NA27+NA28+Tyn+SBL+Treg+TR+Byz+NIV ; WH	ἰωάννης ; ἰωάνης		Juan	John§John@Mat.3.1			
															
															
# Jhn.4.2	καίτοιγε	Ἰησοῦς	αὐτὸς	οὐκ	ἐβάπτιζεν	ἀλλ᾽	οἱ	μαθηταὶ	αὐτοῦ,						
#_Translation	and certainly indeed	Jesus	Himself	not	was baptizing,	but	the	disciples	of Him						
#_Word=Grammar	G2532=CONJ + G5104=PRT + G1065=PRT	G2424=N-NSM-P	G0846=P-NSM	G3756=PRT-N	G0907=V-IAI-3S	G0235=CONJ	G3588=T-NPM	G3101=N-NPM	G0846=P-GSM						
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
44_Jhn.004.002	=NA same TR ~~	καίτοιγε	and certainly indeed	G2532+G5104+G1065	CONJ +PRT +PRT	καί+τοι+γέ	and +certainly +indeed	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	καίτοιγε		y aunquepues	and + certainly + indeed			
44_Jhn.004.002	=NA same TR ~~	Ἰησοῦς	Jesus	G2424	N-NSM-P	Ἰησοῦς	Jesus/Joshua	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἰησοῦς		Jesús	Jesus§Jesus@Mat.1.1			
44_Jhn.004.002	=NA same TR ~~	αὐτὸς	Himself	G0846	P-NSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτὸς		mismo	he		»010:G0907	
44_Jhn.004.002	=NA same TR ~~	οὐκ	not	G3756	PRT-N	οὐ	no	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οὐκ		no	no			
44_Jhn.004.002	=NA same TR ~~	ἐβάπτιζεν	was baptizing,	G0907	V-IAI-3S	βαπτίζω	to baptize	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἐβάπτιζεν		estaba sumergiendo	to baptize			
44_Jhn.004.002	=NA same TR ~~	ἀλλ᾽	but	G0235	CONJ	ἀλλά	but	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	ἀλλ᾽		sino	but			
44_Jhn.004.002	=NA same TR ~~	οἱ	the	G3588	T-NPM	ὁ	the/this/who	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	οἱ		los	the		»016:G3101	
44_Jhn.004.002	=NA same TR ~~	μαθηταὶ	disciples	G3101	N-NPM	μαθητής	disciple	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	μαθηταὶ		aprendices	disciple			
44_Jhn.004.002	=NA same TR ~~	αὐτοῦ,	of Him	G0846	P-GSM	αὐτός	he/she/it/self	NA27+NA28+Tyn+SBL+WH+Treg+TR+Byz+NIV	αὐτοῦ		de él --	his		«016:G3101	
															
															
# Jhn.4.3	ἀφῆκεν	τὴν	Ἰουδαίαν	καὶ	ἀπῆλθεν	πάλιν	εἰς	τὴν	Γαλιλαίαν.						
#_Translation	He left	<the>	Judea,	and	went away	again	into	<the>	Galilee.						
#_Word=Grammar	G0863=V-AAI-3S	G3588=T-ASF	G2449=N-ASF-L	G2532=CONJ	G0565=V-2AAI-3S	G3825=ADV	G1519=PREP	G3588=T-ASF	G1056=N-ASF-L						
#_Non-NA variants															
#_REFERENCE	WORD TYPE	GREEK	ENGLISH TRANSLATION	STRONGS	GRAMMAR	DICTIONARY FORM	GLOSS	EDITIONS	SPELLING VARIANTS	MEANING VARIANTS	SPANISH TRANSLATION	SUB-MEANING	SUPER-MEANING	CONJOIN WORD	
